Zone,Station,Distance,TrainName,TrainType,Direction,TimeString,Time
4,San Jose Diridon,47.5,101,Local,Northbound,4:28am,268
4,Santa Clara,44.7,101,Local,Northbound,4:33am,273
4,Lawrence,40.8,101,Local,Northbound,4:39am,279
3,Sunnyvale,38.8,101,Local,Northbound,4:43am,283
3,Mountain View,36.1,101,Local,Northbound,4:48am,288
3,San Antonio,34.1,101,Local,Northbound,4:52am,292
3,California Ave,31.8,101,Local,Northbound,4:57am,297
3,Palo Alto,30.1,101,Local,Northbound,5:01am,301
3,Menlo Park,28.9,101,Local,Northbound,5:04am,304
2,Redwood City,25.4,101,Local,Northbound,5:10am,310
2,San Carlos,23.2,101,Local,Northbound,5:15am,315
2,Belmont,21.9,101,Local,Northbound,5:18am,318
2,Hillsdale,20.3,101,Local,Northbound,5:22am,322
2,Hayward Park,19.1,101,Local,Northbound,5:25am,325
2,San Mateo,17.9,101,Local,Northbound,5:28am,328
2,Burlingame,16.3,101,Local,Northbound,5:32am,332
2,Millbrae,13.7,101,Local,Northbound,5:36am,336
1,San Bruno,11.6,101,Local,Northbound,5:41am,341
1,So. San Francisco,9.3,101,Local,Northbound,5:45am,345
1,Bayshore,5.2,101,Local,Northbound,5:51am,351
1,22nd Street,1.9,101,Local,Northbound,5:57am,357
1,San Francisco,0.2,101,Local,Northbound,6:03am,363
4,Tamien,49.1,103,Local,Northbound,4:55am,295
4,San Jose Diridon,47.5,103,Local,Northbound,5:03am,303
4,Santa Clara,44.7,103,Local,Northbound,5:08am,308
4,Lawrence,40.8,103,Local,Northbound,5:13am,313
3,Sunnyvale,38.8,103,Local,Northbound,5:18am,318
3,Mountain View,36.1,103,Local,Northbound,5:23am,323
3,San Antonio,34.1,103,Local,Northbound,5:27am,327
3,California Ave,31.8,103,Local,Northbound,5:31am,331
3,Palo Alto,30.1,103,Local,Northbound,5:36am,336
3,Menlo Park,28.9,103,Local,Northbound,5:39am,339
2,Redwood City,25.4,103,Local,Northbound,5:44am,344
2,San Carlos,23.2,103,Local,Northbound,5:49am,349
2,Belmont,21.9,103,Local,Northbound,5:52am,352
2,Hillsdale,20.3,103,Local,Northbound,5:56am,356
2,Hayward Park,19.1,103,Local,Northbound,5:59am,359
2,San Mateo,17.9,103,Local,Northbound,6:03am,363
2,Burlingame,16.3,103,Local,Northbound,6:06am,366
2,Millbrae,13.7,103,Local,Northbound,6:11am,371
1,San Bruno,11.6,103,Local,Northbound,6:16am,376
1,So. San Francisco,9.3,103,Local,Northbound,6:20am,380
1,Bayshore,5.2,103,Local,Northbound,6:26am,386
1,22nd Street,1.9,103,Local,Northbound,6:32am,392
1,San Francisco,0.2,103,Local,Northbound,6:38am,398
4,San Jose Diridon,47.5,305,Baby Bullet,Northbound,5:45am,345
3,Mountain View,36.1,305,Baby Bullet,Northbound,6:00am,360
3,Palo Alto,30.1,305,Baby Bullet,Northbound,6:08am,368
2,Hillsdale,20.3,305,Baby Bullet,Northbound,6:18am,378
2,Millbrae,13.7,305,Baby Bullet,Northbound,6:26am,386
1,San Francisco,0.2,305,Baby Bullet,Northbound,6:47am,407
4,Tamien,49.1,207,Limited-stop,Northbound,5:51am,351
4,San Jose Diridon,47.5,207,Limited-stop,Northbound,5:59am,359
4,Santa Clara,44.7,207,Limited-stop,Northbound,6:06am,366
4,Lawrence,40.8,207,Limited-stop,Northbound,6:12am,372
3,Sunnyvale,38.8,207,Limited-stop,Northbound,6:20am,380
3,Mountain View,36.1,207,Limited-stop,Northbound,6:25am,385
3,San Antonio,34.1,207,Limited-stop,Northbound,6:29am,389
3,California Ave,31.8,207,Limited-stop,Northbound,6:34am,394
3,Palo Alto,30.1,207,Limited-stop,Northbound,6:38am,398
3,Menlo Park,28.9,207,Limited-stop,Northbound,6:41am,401
2,Redwood City,25.4,207,Limited-stop,Northbound,6:47am,407
2,Hillsdale,20.3,207,Limited-stop,Northbound,6:54am,414
2,Millbrae,13.7,207,Limited-stop,Northbound,7:03am,423
1,So. San Francisco,9.3,207,Limited-stop,Northbound,7:09am,429
1,San Francisco,0.2,207,Limited-stop,Northbound,7:24am,444
4,Tamien,49.1,309,Baby Bullet,Northbound,5:56am,356
4,San Jose Diridon,47.5,309,Baby Bullet,Northbound,6:04am,364
3,Sunnyvale,38.8,309,Baby Bullet,Northbound,6:14am,374
3,Palo Alto,30.1,309,Baby Bullet,Northbound,6:26am,386
2,Redwood City,25.4,309,Baby Bullet,Northbound,6:32am,392
2,San Mateo,17.9,309,Baby Bullet,Northbound,6:43am,403
2,Millbrae,13.7,309,Baby Bullet,Northbound,6:51am,411
1,San Francisco,0.2,309,Baby Bullet,Northbound,7:08am,428
4,San Jose Diridon,47.5,211,Limited-stop,Northbound,6:23am,383
4,Santa Clara,44.7,211,Limited-stop,Northbound,6:28am,388
3,Sunnyvale,38.8,211,Limited-stop,Northbound,6:36am,396
3,Mountain View,36.1,211,Limited-stop,Northbound,6:42am,402
3,California Ave,31.8,211,Limited-stop,Northbound,6:48am,408
3,Menlo Park,28.9,211,Limited-stop,Northbound,6:54am,414
2,Redwood City,25.4,211,Limited-stop,Northbound,6:59am,419
2,San Carlos,23.2,211,Limited-stop,Northbound,7:04am,424
2,Belmont,21.9,211,Limited-stop,Northbound,7:07am,427
2,Hillsdale,20.3,211,Limited-stop,Northbound,7:11am,431
2,Hayward Park,19.1,211,Limited-stop,Northbound,7:14am,434
2,San Mateo,17.9,211,Limited-stop,Northbound,7:18am,438
2,Burlingame,16.3,211,Limited-stop,Northbound,7:21am,441
2,Millbrae,13.7,211,Limited-stop,Northbound,7:26am,446
1,San Bruno,11.6,211,Limited-stop,Northbound,7:30am,450
1,So. San Francisco,9.3,211,Limited-stop,Northbound,7:34am,454
1,Bayshore,5.2,211,Limited-stop,Northbound,7:41am,461
1,22nd Street,1.9,211,Limited-stop,Northbound,7:50am,470
1,San Francisco,0.2,211,Limited-stop,Northbound,7:57am,477
4,San Jose Diridon,47.5,313,Baby Bullet,Northbound,6:49am,409
3,Mountain View,36.1,313,Baby Bullet,Northbound,7:04am,424
3,Palo Alto,30.1,313,Baby Bullet,Northbound,7:12am,432
2,Hillsdale,20.3,313,Baby Bullet,Northbound,7:23am,443
2,Millbrae,13.7,313,Baby Bullet,Northbound,7:31am,451
1,San Francisco,0.2,313,Baby Bullet,Northbound,7:51am,471
4,San Jose Diridon,47.5,215,Limited-stop,Northbound,6:54am,414
3,Sunnyvale,38.8,215,Limited-stop,Northbound,7:06am,426
3,Mountain View,36.1,215,Limited-stop,Northbound,7:11am,431
3,California Ave,31.8,215,Limited-stop,Northbound,7:17am,437
3,Palo Alto,30.1,215,Limited-stop,Northbound,7:21am,441
2,San Carlos,23.2,215,Limited-stop,Northbound,7:29am,449
2,Hillsdale,20.3,215,Limited-stop,Northbound,7:34am,454
2,San Mateo,17.9,215,Limited-stop,Northbound,7:38am,458
2,Burlingame,16.3,215,Limited-stop,Northbound,7:43am,463
1,San Bruno,11.6,215,Limited-stop,Northbound,7:50am,470
1,San Francisco,0.2,215,Limited-stop,Northbound,8:07am,487
6,Gilroy,77.4,217,Limited-stop,Northbound,6:06am,366
6,San Martin,71.2,217,Limited-stop,Northbound,6:15am,375
6,Morgan Hill,67.5,217,Limited-stop,Northbound,6:21am,381
5,Blossom Hill,55.7,217,Limited-stop,Northbound,6:36am,396
5,Capitol,52.4,217,Limited-stop,Northbound,6:42am,402
4,Tamien,49.1,217,Limited-stop,Northbound,6:50am,410
4,San Jose Diridon,47.5,217,Limited-stop,Northbound,6:59am,419
4,Santa Clara,44.7,217,Limited-stop,Northbound,7:06am,426
4,Lawrence,40.8,217,Limited-stop,Northbound,7:12am,432
3,Sunnyvale,38.8,217,Limited-stop,Northbound,7:20am,440
3,Mountain View,36.1,217,Limited-stop,Northbound,7:25am,445
3,San Antonio,34.1,217,Limited-stop,Northbound,7:29am,449
3,California Ave,31.8,217,Limited-stop,Northbound,7:34am,454
3,Palo Alto,30.1,217,Limited-stop,Northbound,7:38am,458
3,Menlo Park,28.9,217,Limited-stop,Northbound,7:41am,461
2,Redwood City,25.4,217,Limited-stop,Northbound,7:47am,467
2,Hillsdale,20.3,217,Limited-stop,Northbound,7:54am,474
2,Millbrae,13.7,217,Limited-stop,Northbound,8:03am,483
1,So. San Francisco,9.3,217,Limited-stop,Northbound,8:09am,489
1,San Francisco,0.2,217,Limited-stop,Northbound,8:24am,504
4,Tamien,49.1,319,Baby Bullet,Northbound,6:56am,416
4,San Jose Diridon,47.5,319,Baby Bullet,Northbound,7:04am,424
3,Sunnyvale,38.8,319,Baby Bullet,Northbound,7:14am,434
3,Palo Alto,30.1,319,Baby Bullet,Northbound,7:26am,446
2,Redwood City,25.4,319,Baby Bullet,Northbound,7:32am,452
2,San Mateo,17.9,319,Baby Bullet,Northbound,7:43am,463
2,Millbrae,13.7,319,Baby Bullet,Northbound,7:51am,471
1,San Francisco,0.2,319,Baby Bullet,Northbound,8:11am,491
6,Gilroy,77.4,221,Limited-stop,Northbound,6:28am,388
6,San Martin,71.2,221,Limited-stop,Northbound,6:37am,397
6,Morgan Hill,67.5,221,Limited-stop,Northbound,6:43am,403
5,Blossom Hill,55.7,221,Limited-stop,Northbound,6:58am,418
5,Capitol,52.4,221,Limited-stop,Northbound,7:04am,424
4,Tamien,49.1,221,Limited-stop,Northbound,7:15am,435
4,San Jose Diridon,47.5,221,Limited-stop,Northbound,7:23am,443
4,Santa Clara,44.7,221,Limited-stop,Northbound,7:28am,448
4,Lawrence,40.8,221,Limited-stop,Northbound,7:33am,453
3,Sunnyvale,38.8,221,Limited-stop,Northbound,7:38am,458
3,Mountain View,36.1,221,Limited-stop,Northbound,7:44am,464
3,California Ave,31.8,221,Limited-stop,Northbound,7:49am,469
3,Menlo Park,28.9,221,Limited-stop,Northbound,7:54am,474
2,Redwood City,25.4,221,Limited-stop,Northbound,8:00am,480
2,San Carlos,23.2,221,Limited-stop,Northbound,8:05am,485
2,Belmont,21.9,221,Limited-stop,Northbound,8:08am,488
2,Hillsdale,20.3,221,Limited-stop,Northbound,8:12am,492
2,Hayward Park,19.1,221,Limited-stop,Northbound,8:15am,495
2,San Mateo,17.9,221,Limited-stop,Northbound,8:19am,499
2,Burlingame,16.3,221,Limited-stop,Northbound,8:22am,502
2,Millbrae,13.7,221,Limited-stop,Northbound,8:27am,507
1,San Bruno,11.6,221,Limited-stop,Northbound,8:31am,511
1,So. San Francisco,9.3,221,Limited-stop,Northbound,8:35am,515
1,Bayshore,5.2,221,Limited-stop,Northbound,8:43am,523
1,22nd Street,1.9,221,Limited-stop,Northbound,8:51am,531
1,San Francisco,0.2,221,Limited-stop,Northbound,8:58am,538
4,San Jose Diridon,47.5,323,Baby Bullet,Northbound,7:49am,469
3,Mountain View,36.1,323,Baby Bullet,Northbound,8:04am,484
3,Palo Alto,30.1,323,Baby Bullet,Northbound,8:12am,492
2,Hillsdale,20.3,323,Baby Bullet,Northbound,8:24am,504
2,Millbrae,13.7,323,Baby Bullet,Northbound,8:33am,513
1,San Francisco,0.2,323,Baby Bullet,Northbound,8:53am,533
4,San Jose Diridon,47.5,225,Limited-stop,Northbound,7:54am,474
3,Sunnyvale,38.8,225,Limited-stop,Northbound,8:06am,486
3,Mountain View,36.1,225,Limited-stop,Northbound,8:11am,491
3,California Ave,31.8,225,Limited-stop,Northbound,8:17am,497
3,Palo Alto,30.1,225,Limited-stop,Northbound,8:21am,501
2,San Carlos,23.2,225,Limited-stop,Northbound,8:29am,509
2,Hillsdale,20.3,225,Limited-stop,Northbound,8:34am,514
2,San Mateo,17.9,225,Limited-stop,Northbound,8:38am,518
2,Burlingame,16.3,225,Limited-stop,Northbound,8:43am,523
1,San Bruno,11.6,225,Limited-stop,Northbound,8:50am,530
1,San Francisco,0.2,225,Limited-stop,Northbound,9:07am,547
6,Gilroy,77.4,227,Limited-stop,Northbound,7:06am,426
6,San Martin,71.2,227,Limited-stop,Northbound,7:15am,435
6,Morgan Hill,67.5,227,Limited-stop,Northbound,7:21am,441
5,Blossom Hill,55.7,227,Limited-stop,Northbound,7:36am,456
5,Capitol,52.4,227,Limited-stop,Northbound,7:42am,462
4,Tamien,49.1,227,Limited-stop,Northbound,7:53am,473
4,San Jose Diridon,47.5,227,Limited-stop,Northbound,7:59am,479
4,College Park,46.3,227,Limited-stop,Northbound,8:03am,483
4,Santa Clara,44.7,227,Limited-stop,Northbound,8:08am,488
4,Lawrence,40.8,227,Limited-stop,Northbound,8:15am,495
3,Sunnyvale,38.8,227,Limited-stop,Northbound,8:22am,502
3,Mountain View,36.1,227,Limited-stop,Northbound,8:28am,508
3,San Antonio,34.1,227,Limited-stop,Northbound,8:32am,512
3,California Ave,31.8,227,Limited-stop,Northbound,8:36am,516
3,Palo Alto,30.1,227,Limited-stop,Northbound,8:41am,521
3,Menlo Park,28.9,227,Limited-stop,Northbound,8:44am,524
2,Redwood City,25.4,227,Limited-stop,Northbound,8:51am,531
2,Hillsdale,20.3,227,Limited-stop,Northbound,8:59am,539
2,Millbrae,13.7,227,Limited-stop,Northbound,9:08am,548
1,So. San Francisco,9.3,227,Limited-stop,Northbound,9:14am,554
1,San Francisco,0.2,227,Limited-stop,Northbound,9:29am,569
4,Tamien,49.1,329,Baby Bullet,Northbound,7:59am,479
4,San Jose Diridon,47.5,329,Baby Bullet,Northbound,8:04am,484
3,Sunnyvale,38.8,329,Baby Bullet,Northbound,8:14am,494
3,Palo Alto,30.1,329,Baby Bullet,Northbound,8:27am,507
2,Redwood City,25.4,329,Baby Bullet,Northbound,8:34am,514
2,San Mateo,17.9,329,Baby Bullet,Northbound,8:44am,524
2,Millbrae,13.7,329,Baby Bullet,Northbound,8:52am,532
1,San Francisco,0.2,329,Baby Bullet,Northbound,9:11am,551
4,San Jose Diridon,47.5,231,Limited-stop,Northbound,8:23am,503
4,Santa Clara,44.7,231,Limited-stop,Northbound,8:28am,508
3,Sunnyvale,38.8,231,Limited-stop,Northbound,8:36am,516
3,Mountain View,36.1,231,Limited-stop,Northbound,8:42am,522
3,Menlo Park,28.9,231,Limited-stop,Northbound,8:51am,531
2,Redwood City,25.4,231,Limited-stop,Northbound,8:57am,537
2,San Carlos,23.2,231,Limited-stop,Northbound,9:02am,542
2,Belmont,21.9,231,Limited-stop,Northbound,9:05am,545
2,Hillsdale,20.3,231,Limited-stop,Northbound,9:09am,549
2,Hayward Park,19.1,231,Limited-stop,Northbound,9:12am,552
2,San Mateo,17.9,231,Limited-stop,Northbound,9:15am,555
2,Burlingame,16.3,231,Limited-stop,Northbound,9:19am,559
2,Millbrae,13.7,231,Limited-stop,Northbound,9:24am,564
1,San Bruno,11.6,231,Limited-stop,Northbound,9:28am,568
1,So. San Francisco,9.3,231,Limited-stop,Northbound,9:32am,572
1,Bayshore,5.2,231,Limited-stop,Northbound,9:39am,579
1,22nd Street,1.9,231,Limited-stop,Northbound,9:45am,585
1,San Francisco,0.2,231,Limited-stop,Northbound,9:52am,592
4,Tamien,49.1,233,Limited-stop,Northbound,8:28am,508
4,San Jose Diridon,47.5,233,Limited-stop,Northbound,8:39am,519
4,Santa Clara,44.7,233,Limited-stop,Northbound,8:44am,524
4,Lawrence,40.8,233,Limited-stop,Northbound,8:50am,530
3,Sunnyvale,38.8,233,Limited-stop,Northbound,8:55am,535
3,Mountain View,36.1,233,Limited-stop,Northbound,9:00am,540
3,San Antonio,34.1,233,Limited-stop,Northbound,9:04am,544
3,California Ave,31.8,233,Limited-stop,Northbound,9:09am,549
3,Palo Alto,30.1,233,Limited-stop,Northbound,9:14am,554
3,Menlo Park,28.9,233,Limited-stop,Northbound,9:17am,557
2,Redwood City,25.4,233,Limited-stop,Northbound,9:24am,564
2,San Carlos,23.2,233,Limited-stop,Northbound,9:28am,568
2,Belmont,21.9,233,Limited-stop,Northbound,9:32am,572
2,Hillsdale,20.3,233,Limited-stop,Northbound,9:35am,575
2,San Mateo,17.9,233,Limited-stop,Northbound,9:40am,580
2,Burlingame,16.3,233,Limited-stop,Northbound,9:43am,583
2,Millbrae,13.7,233,Limited-stop,Northbound,9:48am,588
1,San Bruno,11.6,233,Limited-stop,Northbound,9:53am,593
1,San Francisco,0.2,233,Limited-stop,Northbound,10:09am,609
4,San Jose Diridon,47.5,135,Local,Northbound,9:13am,553
4,Santa Clara,44.7,135,Local,Northbound,9:18am,558
4,Lawrence,40.8,135,Local,Northbound,9:24am,564
3,Sunnyvale,38.8,135,Local,Northbound,9:29am,569
3,Mountain View,36.1,135,Local,Northbound,9:34am,574
3,San Antonio,34.1,135,Local,Northbound,9:38am,578
3,California Ave,31.8,135,Local,Northbound,9:42am,582
3,Palo Alto,30.1,135,Local,Northbound,9:47am,587
3,Menlo Park,28.9,135,Local,Northbound,9:50am,590
2,Redwood City,25.4,135,Local,Northbound,9:57am,597
2,San Carlos,23.2,135,Local,Northbound,10:01am,601
2,Belmont,21.9,135,Local,Northbound,10:05am,605
2,Hillsdale,20.3,135,Local,Northbound,10:08am,608
2,Hayward Park,19.1,135,Local,Northbound,10:11am,611
2,San Mateo,17.9,135,Local,Northbound,10:14am,614
2,Burlingame,16.3,135,Local,Northbound,10:17am,617
2,Millbrae,13.7,135,Local,Northbound,10:22am,622
1,San Bruno,11.6,135,Local,Northbound,10:27am,627
1,So. San Francisco,9.3,135,Local,Northbound,10:31am,631
1,Bayshore,5.2,135,Local,Northbound,10:37am,637
1,22nd Street,1.9,135,Local,Northbound,10:43am,643
1,San Francisco,0.2,135,Local,Northbound,10:50am,650
4,Tamien,49.1,237,Limited-stop,Northbound,9:37am,577
4,San Jose Diridon,47.5,237,Limited-stop,Northbound,9:50am,590
4,Santa Clara,44.7,237,Limited-stop,Northbound,9:55am,595
4,Lawrence,40.8,237,Limited-stop,Northbound,10:00am,600
3,Sunnyvale,38.8,237,Limited-stop,Northbound,10:05am,605
3,Mountain View,36.1,237,Limited-stop,Northbound,10:10am,610
3,San Antonio,34.1,237,Limited-stop,Northbound,10:14am,614
3,California Ave,31.8,237,Limited-stop,Northbound,10:18am,618
3,Palo Alto,30.1,237,Limited-stop,Northbound,10:23am,623
3,Menlo Park,28.9,237,Limited-stop,Northbound,10:26am,626
2,Redwood City,25.4,237,Limited-stop,Northbound,10:32am,632
2,San Carlos,23.2,237,Limited-stop,Northbound,10:37am,637
2,Belmont,21.9,237,Limited-stop,Northbound,10:40am,640
2,Hillsdale,20.3,237,Limited-stop,Northbound,10:44am,644
2,San Mateo,17.9,237,Limited-stop,Northbound,10:49am,649
2,Burlingame,16.3,237,Limited-stop,Northbound,10:52am,652
2,Millbrae,13.7,237,Limited-stop,Northbound,10:57am,657
1,San Bruno,11.6,237,Limited-stop,Northbound,11:02am,662
1,San Francisco,0.2,237,Limited-stop,Northbound,11:17am,677
4,San Jose Diridon,47.5,139,Local,Northbound,10:13am,613
4,Santa Clara,44.7,139,Local,Northbound,10:18am,618
4,Lawrence,40.8,139,Local,Northbound,10:24am,624
3,Sunnyvale,38.8,139,Local,Northbound,10:28am,628
3,Mountain View,36.1,139,Local,Northbound,10:33am,633
3,San Antonio,34.1,139,Local,Northbound,10:37am,637
3,California Ave,31.8,139,Local,Northbound,10:42am,642
3,Palo Alto,30.1,139,Local,Northbound,10:47am,647
3,Menlo Park,28.9,139,Local,Northbound,10:50am,650
2,Redwood City,25.4,139,Local,Northbound,10:55am,655
2,San Carlos,23.2,139,Local,Northbound,10:59am,659
2,Belmont,21.9,139,Local,Northbound,11:03am,663
2,Hillsdale,20.3,139,Local,Northbound,11:06am,666
2,Hayward Park,19.1,139,Local,Northbound,11:09am,669
2,San Mateo,17.9,139,Local,Northbound,11:12am,672
2,Burlingame,16.3,139,Local,Northbound,11:15am,675
2,Millbrae,13.7,139,Local,Northbound,11:20am,680
1,San Bruno,11.6,139,Local,Northbound,11:25am,685
1,So. San Francisco,9.3,139,Local,Northbound,11:29am,689
1,Bayshore,5.2,139,Local,Northbound,11:35am,695
1,22nd Street,1.9,139,Local,Northbound,11:41am,701
1,San Francisco,0.2,139,Local,Northbound,11:48am,708
4,San Jose Diridon,47.5,143,Local,Northbound,11:13am,673
4,Santa Clara,44.7,143,Local,Northbound,11:18am,678
4,Lawrence,40.8,143,Local,Northbound,11:24am,684
3,Sunnyvale,38.8,143,Local,Northbound,11:28am,688
3,Mountain View,36.1,143,Local,Northbound,11:33am,693
3,San Antonio,34.1,143,Local,Northbound,11:37am,697
3,California Ave,31.8,143,Local,Northbound,11:41am,701
3,Palo Alto,30.1,143,Local,Northbound,11:46am,706
3,Menlo Park,28.9,143,Local,Northbound,11:49am,709
2,Redwood City,25.4,143,Local,Northbound,11:55am,715
2,San Carlos,23.2,143,Local,Northbound,11:59am,719
2,Belmont,21.9,143,Local,Northbound,12:03pm,723
2,Hillsdale,20.3,143,Local,Northbound,12:06pm,726
2,Hayward Park,19.1,143,Local,Northbound,12:09pm,729
2,San Mateo,17.9,143,Local,Northbound,12:12pm,732
2,Burlingame,16.3,143,Local,Northbound,12:15pm,735
2,Millbrae,13.7,143,Local,Northbound,12:20pm,740
1,San Bruno,11.6,143,Local,Northbound,12:25pm,745
1,So. San Francisco,9.3,143,Local,Northbound,12:29pm,749
1,Bayshore,5.2,143,Local,Northbound,12:35pm,755
1,22nd Street,1.9,143,Local,Northbound,12:41pm,761
1,San Francisco,0.2,143,Local,Northbound,12:48pm,768
4,San Jose Diridon,47.5,147,Local,Northbound,12:13pm,733
4,Santa Clara,44.7,147,Local,Northbound,12:18pm,738
4,Lawrence,40.8,147,Local,Northbound,12:24pm,744
3,Sunnyvale,38.8,147,Local,Northbound,12:28pm,748
3,Mountain View,36.1,147,Local,Northbound,12:33pm,753
3,San Antonio,34.1,147,Local,Northbound,12:37pm,757
3,California Ave,31.8,147,Local,Northbound,12:41pm,761
3,Palo Alto,30.1,147,Local,Northbound,12:46pm,766
3,Menlo Park,28.9,147,Local,Northbound,12:49pm,769
2,Redwood City,25.4,147,Local,Northbound,12:55pm,775
2,San Carlos,23.2,147,Local,Northbound,12:59pm,779
2,Belmont,21.9,147,Local,Northbound,1:03pm,783
2,Hillsdale,20.3,147,Local,Northbound,1:06pm,786
2,Hayward Park,19.1,147,Local,Northbound,1:09pm,789
2,San Mateo,17.9,147,Local,Northbound,1:12pm,792
2,Burlingame,16.3,147,Local,Northbound,1:15pm,795
2,Millbrae,13.7,147,Local,Northbound,1:20pm,800
1,San Bruno,11.6,147,Local,Northbound,1:25pm,805
1,So. San Francisco,9.3,147,Local,Northbound,1:29pm,809
1,Bayshore,5.2,147,Local,Northbound,1:35pm,815
1,22nd Street,1.9,147,Local,Northbound,1:41pm,821
1,San Francisco,0.2,147,Local,Northbound,1:48pm,828
4,San Jose Diridon,47.5,151,Local,Northbound,1:13pm,793
4,Santa Clara,44.7,151,Local,Northbound,1:18pm,798
4,Lawrence,40.8,151,Local,Northbound,1:24pm,804
3,Sunnyvale,38.8,151,Local,Northbound,1:28pm,808
3,Mountain View,36.1,151,Local,Northbound,1:33pm,813
3,San Antonio,34.1,151,Local,Northbound,1:37pm,817
3,California Ave,31.8,151,Local,Northbound,1:41pm,821
3,Palo Alto,30.1,151,Local,Northbound,1:46pm,826
3,Menlo Park,28.9,151,Local,Northbound,1:49pm,829
2,Redwood City,25.4,151,Local,Northbound,1:55pm,835
2,San Carlos,23.2,151,Local,Northbound,1:59pm,839
2,Belmont,21.9,151,Local,Northbound,2:03pm,843
2,Hillsdale,20.3,151,Local,Northbound,2:06pm,846
2,Hayward Park,19.1,151,Local,Northbound,2:09pm,849
2,San Mateo,17.9,151,Local,Northbound,2:12pm,852
2,Burlingame,16.3,151,Local,Northbound,2:15pm,855
2,Millbrae,13.7,151,Local,Northbound,2:20pm,860
1,San Bruno,11.6,151,Local,Northbound,2:25pm,865
1,So. San Francisco,9.3,151,Local,Northbound,2:29pm,869
1,Bayshore,5.2,151,Local,Northbound,2:35pm,875
1,22nd Street,1.9,151,Local,Northbound,2:41pm,881
1,San Francisco,0.2,151,Local,Northbound,2:48pm,888
4,San Jose Diridon,47.5,155,Local,Northbound,2:13pm,853
4,Santa Clara,44.7,155,Local,Northbound,2:18pm,858
4,Lawrence,40.8,155,Local,Northbound,2:24pm,864
3,Sunnyvale,38.8,155,Local,Northbound,2:28pm,868
3,Mountain View,36.1,155,Local,Northbound,2:33pm,873
3,San Antonio,34.1,155,Local,Northbound,2:37pm,877
3,California Ave,31.8,155,Local,Northbound,2:41pm,881
3,Palo Alto,30.1,155,Local,Northbound,2:46pm,886
3,Menlo Park,28.9,155,Local,Northbound,2:49pm,889
2,Redwood City,25.4,155,Local,Northbound,2:55pm,895
2,San Carlos,23.2,155,Local,Northbound,2:59pm,899
2,Belmont,21.9,155,Local,Northbound,3:03pm,903
2,Hillsdale,20.3,155,Local,Northbound,3:06pm,906
2,Hayward Park,19.1,155,Local,Northbound,3:09pm,909
2,San Mateo,17.9,155,Local,Northbound,3:12pm,912
2,Burlingame,16.3,155,Local,Northbound,3:15pm,915
2,Millbrae,13.7,155,Local,Northbound,3:20pm,920
1,San Bruno,11.6,155,Local,Northbound,3:25pm,925
1,So. San Francisco,9.3,155,Local,Northbound,3:29pm,929
1,Bayshore,5.2,155,Local,Northbound,3:35pm,935
1,22nd Street,1.9,155,Local,Northbound,3:41pm,941
1,San Francisco,0.2,155,Local,Northbound,3:48pm,948
4,Tamien,49.1,257,Limited-stop,Northbound,2:16pm,856
4,San Jose Diridon,47.5,257,Limited-stop,Northbound,2:24pm,864
4,Santa Clara,44.7,257,Limited-stop,Northbound,2:29pm,869
4,Lawrence,40.8,257,Limited-stop,Northbound,2:34pm,874
3,Sunnyvale,38.8,257,Limited-stop,Northbound,2:39pm,879
3,Mountain View,36.1,257,Limited-stop,Northbound,2:44pm,884
3,San Antonio,34.1,257,Limited-stop,Northbound,2:47pm,887
3,California Ave,31.8,257,Limited-stop,Northbound,2:52pm,892
3,Palo Alto,30.1,257,Limited-stop,Northbound,2:56pm,896
3,Menlo Park,28.9,257,Limited-stop,Northbound,2:59pm,899
2,Redwood City,25.4,257,Limited-stop,Northbound,3:05pm,905
2,San Carlos,23.2,257,Limited-stop,Northbound,3:09pm,909
2,Belmont,21.9,257,Limited-stop,Northbound,3:13pm,913
2,Hillsdale,20.3,257,Limited-stop,Northbound,3:16pm,916
2,San Mateo,17.9,257,Limited-stop,Northbound,3:21pm,921
2,Burlingame,16.3,257,Limited-stop,Northbound,3:24pm,924
2,Millbrae,13.7,257,Limited-stop,Northbound,3:29pm,929
1,San Bruno,11.6,257,Limited-stop,Northbound,3:33pm,933
1,San Francisco,0.2,257,Limited-stop,Northbound,3:50pm,950
4,San Jose Diridon,47.5,159,Local,Northbound,3:13pm,913
4,College Park,46.3,159,Local,Northbound,3:16pm,916
4,Santa Clara,44.7,159,Local,Northbound,3:20pm,920
4,Lawrence,40.8,159,Local,Northbound,3:25pm,925
3,Sunnyvale,38.8,159,Local,Northbound,3:30pm,930
3,Mountain View,36.1,159,Local,Northbound,3:35pm,935
3,San Antonio,34.1,159,Local,Northbound,3:39pm,939
3,California Ave,31.8,159,Local,Northbound,3:43pm,943
3,Palo Alto,30.1,159,Local,Northbound,3:47pm,947
3,Menlo Park,28.9,159,Local,Northbound,3:51pm,951
2,Redwood City,25.4,159,Local,Northbound,3:56pm,956
2,San Carlos,23.2,159,Local,Northbound,4:01pm,961
2,Belmont,21.9,159,Local,Northbound,4:04pm,964
2,Hillsdale,20.3,159,Local,Northbound,4:08pm,968
2,Hayward Park,19.1,159,Local,Northbound,4:11pm,971
2,San Mateo,17.9,159,Local,Northbound,4:15pm,975
2,Burlingame,16.3,159,Local,Northbound,4:18pm,978
2,Millbrae,13.7,159,Local,Northbound,4:23pm,983
1,San Bruno,11.6,159,Local,Northbound,4:28pm,988
